sample_index,snr_db,velocity_kmh,mmse_ber,mmse_ser,mmse_nmse,oamp_dl_ber,oamp_dl_ser,oamp_dl_nmse
122,20,500,0.04076086956521739,0.08152173913043478,0.30670835672185554,0.004076086956521739,0.008152173913043478,0.011913750573231735
123,20,500,0.08967391304347826,0.17119565217391305,0.4725655456774341,0.01358695652173913,0.02717391304347826,0.03855510795573709
124,20,500,0.04483695652173913,0.08967391304347826,0.5046154712858337,0.004076086956521739,0.008152173913043478,0.01204068693243783
125,20,500,0.13451086956521738,0.24728260869565216,0.8216784007765205,0.019021739130434784,0.035326086956521736,0.06761224458436046
126,20,500,0.125,0.23641304347826086,0.6037950881955618,0.016304347826086956,0.03260869565217391,0.04666556330113676
127,20,500,0.04755434782608696,0.09510869565217392,0.25066291178608396,0.017663043478260868,0.035326086956521736,0.048769135156496925
128,20,500,0.03940217391304348,0.07608695652173914,0.3055936340656821,0.0,0.0,0.0011254138508023392
129,20,500,0.09239130434782608,0.1793478260869565,0.532290465150514,0.014945652173913044,0.029891304347826088,0.04736510444880079
130,20,500,0.005434782608695652,0.010869565217391304,0.12182652645771272,0.0,0.0,3.937309658976878e-05
131,20,500,0.08152173913043478,0.16304347826086957,0.48305767535565713,0.0,0.0,0.0025933792140576317
132,20,500,0.002717391304347826,0.005434782608695652,0.11555149329941206,0.0,0.0,6.459336864109761e-05
133,20,500,0.059782608695652176,0.11684782608695653,0.3954320136006184,0.02309782608695652,0.04619565217391304,0.079934173567145
134,20,500,0.001358695652173913,0.002717391304347826,0.10776965912440907,0.0,0.0,0.0013552077632798623
